Algorithm,Instance,Run,Time.s,Accuracy
Proposed,Inst16,16,84.31,0.888
Proposed,Inst16,17,131.7,0.863
Proposed,Inst16,18,122,0.846
Proposed,Inst16,19,133.7,0.842
Proposed,Inst16,20,133.3,0.881
Proposed,Inst16,21,81.89,0.85
Proposed,Inst16,22,105.9,0.907
Proposed,Inst16,23,108.6,0.867
Proposed,Inst16,24,164.5,0.873
Proposed,Inst16,25,49.81,0.873
Proposed,Inst16,26,88.39,0.913
Proposed,Inst16,27,166.7,0.884
Proposed,Inst16,28,150.8,0.877
Proposed,Inst16,29,137,0.915
Proposed,Inst16,30,175.2,0.823
Proposed,Inst17,1,121.7,0.897
Proposed,Inst17,2,103.8,0.842
Proposed,Inst17,3,82.04,0.836
Proposed,Inst17,4,133.7,0.891
Proposed,Inst17,5,137.4,0.853
Proposed,Inst17,6,119.5,0.863
Proposed,Inst17,7,134.7,0.85
Proposed,Inst17,8,75.94,0.851
Proposed,Inst17,9,130.3,0.862
Proposed,Inst17,10,91.75,0.877
Proposed,Inst17,11,33.56,0.836
Proposed,Inst17,12,138.1,0.869
Proposed,Inst17,13,112.5,0.879
Proposed,Inst17,14,55.28,0.829
Proposed,Inst17,15,44.58,0.885
Proposed,Inst17,16,118.3,0.892
Proposed,Inst17,17,135.5,0.881
Proposed,Inst17,18,82.07,0.852
Proposed,Inst17,19,88.46,0.877
Proposed,Inst17,20,149.5,0.804
Proposed,Inst17,21,82.8,0.868
Proposed,Inst17,22,118.8,0.865
Proposed,Inst17,23,73.14,0.864
Proposed,Inst17,24,136.7,0.851
Proposed,Inst17,25,92.63,0.83
Proposed,Inst17,26,91.84,0.893
Proposed,Inst17,27,105.7,0.879
Proposed,Inst17,28,107.4,0.864
Proposed,Inst17,29,185.9,0.839
Proposed,Inst17,30,75.91,0.871
Proposed,Inst18,1,163.4,0.877
Proposed,Inst18,2,110.1,0.84
Proposed,Inst18,3,153.6,0.872
Proposed,Inst18,4,96.95,0.876
Proposed,Inst18,5,124.1,0.868
Proposed,Inst18,6,144.9,0.83
Proposed,Inst18,7,89,0.845
Proposed,Inst18,8,60.98,0.849
Proposed,Inst18,9,125.6,0.853
Proposed,Inst18,10,123.1,0.885
Proposed,Inst18,11,145.6,0.847
Proposed,Inst18,12,91.39,0.874
Proposed,Inst18,13,158.4,0.877
Proposed,Inst18,14,160.5,0.853
Proposed,Inst18,15,131,0.837
Proposed,Inst18,16,107.9,0.878
Proposed,Inst18,17,133.7,0.879
Proposed,Inst18,18,90.53,0.856
Proposed,Inst18,19,111.2,0.841
Proposed,Inst18,20,96.64,0.872
Proposed,Inst18,21,67.1,0.911
Proposed,Inst18,22,128,0.891
Proposed,Inst18,23,160.5,0.877
Proposed,Inst18,24,82.48,0.836
Proposed,Inst18,25,139,0.876
Proposed,Inst18,26,139.4,0.881
Proposed,Inst18,27,74.56,0.864
Proposed,Inst18,28,118.9,0.891
Proposed,Inst18,29,121.9,0.863
Proposed,Inst18,30,60.25,0.856
Proposed,Inst19,1,65.91,0.908
Proposed,Inst19,2,147.1,0.889
Proposed,Inst19,3,83.38,0.874
Proposed,Inst19,4,88.85,0.89
Proposed,Inst19,5,94.68,0.88
Proposed,Inst19,6,76.71,0.892
Proposed,Inst19,7,108,0.894
Proposed,Inst19,8,118.8,0.904
Proposed,Inst19,9,94.67,0.92
Proposed,Inst19,10,122.9,0.891
Proposed,Inst19,11,58.87,0.893
Proposed,Inst19,12,130.9,0.88
Proposed,Inst19,13,113,0.912
Proposed,Inst19,14,104.2,0.916
Proposed,Inst19,15,133.2,0.887
Proposed,Inst19,16,98.9,0.898
Proposed,Inst19,17,73.66,0.881
Proposed,Inst19,18,113.1,0.902
Proposed,Inst19,19,102.2,0.885
Proposed,Inst19,20,123,0.889
Proposed,Inst19,21,115,0.908
Proposed,Inst19,22,61.2,0.91
Proposed,Inst19,23,134.5,0.888
Proposed,Inst19,24,117,0.897
Proposed,Inst19,25,99.88,0.926
Proposed,Inst19,26,127.3,0.869
Proposed,Inst19,27,143,0.9
Proposed,Inst19,28,86.5,0.891
Proposed,Inst19,29,104,0.918
Proposed,Inst19,30,102.6,0.887
Proposed,Inst20,1,104.3,0.877
Proposed,Inst20,2,180.1,0.873
Proposed,Inst20,3,57.42,0.892
Proposed,Inst20,4,46.13,0.896
Proposed,Inst20,5,128.2,0.89
Proposed,Inst20,6,93.14,0.854
Proposed,Inst20,7,121.7,0.924
Proposed,Inst20,8,37.35,0.867
Proposed,Inst20,9,69.51,0.885
Proposed,Inst20,10,99.22,0.898
Proposed,Inst20,11,63.58,0.872
Proposed,Inst20,12,125,0.888
Proposed,Inst20,13,18.38,0.866
Proposed,Inst20,14,102.6,0.862
Proposed,Inst20,15,125.1,0.897
Proposed,Inst20,16,55.89,0.864
Proposed,Inst20,17,134.6,0.894
Proposed,Inst20,18,42.76,0.879
Proposed,Inst20,19,78.79,0.842
Proposed,Inst20,20,79.42,0.877
Proposed,Inst20,21,59.05,0.887
Proposed,Inst20,22,145.7,0.89
Proposed,Inst20,23,78.42,0.858
Proposed,Inst20,24,79.58,0.833
Proposed,Inst20,25,124.9,0.892
Proposed,Inst20,26,81.58,0.898
Proposed,Inst20,27,67.49,0.852
Proposed,Inst20,28,82.33,0.904
Proposed,Inst20,29,131.5,0.922
Proposed,Inst20,30,83.58,0.89
Proposed,Inst21,1,81.43,0.853
Proposed,Inst21,2,68.63,0.839
Proposed,Inst21,3,91.8,0.854
Proposed,Inst21,4,75.07,0.854
Proposed,Inst21,5,31.37,0.804
Proposed,Inst21,6,58.51,0.827
Proposed,Inst21,7,66.56,0.825
Proposed,Inst21,8,117.3,0.833
Proposed,Inst21,9,85.76,0.828
Proposed,Inst21,10,59.72,0.831
Proposed,Inst21,11,93.41,0.848
Proposed,Inst21,12,107.7,0.841
Proposed,Inst21,13,58.39,0.831
Proposed,Inst21,14,37.71,0.828
Proposed,Inst21,15,137.9,0.872
Proposed,Inst21,16,88.23,0.852
Proposed,Inst21,17,57.28,0.844
Proposed,Inst21,18,78.88,0.849
Proposed,Inst21,19,72.24,0.812
Proposed,Inst21,20,105.3,0.844
Proposed,Inst21,21,113,0.805
Proposed,Inst21,22,63.74,0.854
Proposed,Inst21,23,99.84,0.839
Proposed,Inst21,24,100.2,0.864
Proposed,Inst21,25,72.63,0.793
Proposed,Inst21,26,142.2,0.809
Proposed,Inst21,27,103.8,0.82
Proposed,Inst21,28,110.1,0.854
Proposed,Inst21,29,36.76,0.82
Proposed,Inst21,30,94.2,0.853
Proposed,Inst22,1,110.1,0.873
Proposed,Inst22,2,106.6,0.861
Proposed,Inst22,3,119.9,0.86
Proposed,Inst22,4,101.3,0.881
Proposed,Inst22,5,71.23,0.85
Proposed,Inst22,6,87.85,0.855
Proposed,Inst22,7,75.31,0.85
Proposed,Inst22,8,27.82,0.835
Proposed,Inst22,9,109.1,0.865
Proposed,Inst22,10,107.6,0.851
Proposed,Inst22,11,92.72,0.848
Proposed,Inst22,12,134.7,0.89
Proposed,Inst22,13,91.51,0.876
Proposed,Inst22,14,91.02,0.888
Proposed,Inst22,15,58.15,0.871
Proposed,Inst22,16,105.6,0.878
Proposed,Inst22,17,65.35,0.864
Proposed,Inst22,18,144.4,0.865
Proposed,Inst22,19,103.7,0.853
Proposed,Inst22,20,126.3,0.86
Proposed,Inst22,21,92.24,0.869
Proposed,Inst22,22,141.3,0.855
Proposed,Inst22,23,114.7,0.837
Proposed,Inst22,24,149,0.874
Proposed,Inst22,25,118.3,0.87
Proposed,Inst22,26,101.3,0.865
Proposed,Inst22,27,75.3,0.837
Proposed,Inst22,28,124.8,0.883
Proposed,Inst22,29,70.27,0.848
Proposed,Inst22,30,111.8,0.866
Proposed,Inst23,1,119.7,0.851
Proposed,Inst23,2,119.9,0.855
Proposed,Inst23,3,114.5,0.846
Proposed,Inst23,4,132.1,0.875
Proposed,Inst23,5,160.1,0.872
Proposed,Inst23,6,153.2,0.884
Proposed,Inst23,7,93.69,0.863
Proposed,Inst23,8,44.86,0.819
Proposed,Inst23,9,111.6,0.853
Proposed,Inst23,10,100.9,0.875
Proposed,Inst23,11,122.6,0.838
Proposed,Inst23,12,68.49,0.857
Proposed,Inst23,13,99.84,0.87
Proposed,Inst23,14,75.33,0.863
Proposed,Inst23,15,85.5,0.841
Proposed,Inst23,16,94.21,0.882
Proposed,Inst23,17,123.4,0.844
Proposed,Inst23,18,155.5,0.847
Proposed,Inst23,19,126.6,0.845
Proposed,Inst23,20,108.6,0.84
Proposed,Inst23,21,109.8,0.872
Proposed,Inst23,22,139,0.839
Proposed,Inst23,23,132.1,0.88
Proposed,Inst23,24,96.31,0.851
Proposed,Inst23,25,112.4,0.869
Proposed,Inst23,26,123.5,0.841
Proposed,Inst23,27,71.96,0.845
Proposed,Inst23,28,92.98,0.86
Proposed,Inst23,29,135.7,0.876
Proposed,Inst23,30,45.39,0.807
Proposed,Inst24,1,157.4,0.874
Proposed,Inst24,2,120.1,0.879
Proposed,Inst24,3,157.8,0.863
Proposed,Inst24,4,96.65,0.88
Proposed,Inst24,5,145.7,0.906
Proposed,Inst24,6,163.2,0.817
Proposed,Inst24,7,147.5,0.877
Proposed,Inst24,8,148.9,0.819
Proposed,Inst24,9,146.8,0.875
Proposed,Inst24,10,199.5,0.869
Proposed,Inst24,11,95.92,0.874
Proposed,Inst24,12,108.7,0.848
Proposed,Inst24,13,136.3,0.875
Proposed,Inst24,14,61.27,0.877
Proposed,Inst24,15,108.9,0.811
Proposed,Inst24,16,126.6,0.904
Proposed,Inst24,17,108.6,0.889
Proposed,Inst24,18,185.9,0.872
Proposed,Inst24,19,118.4,0.903
Proposed,Inst24,20,146.4,0.858
Proposed,Inst24,21,68.18,0.87
Proposed,Inst24,22,102.1,0.878
Proposed,Inst24,23,139.8,0.852
Proposed,Inst24,24,163,0.88
Proposed,Inst24,25,179.9,0.845
Proposed,Inst24,26,100.8,0.885
Proposed,Inst24,27,52.57,0.856
Proposed,Inst24,28,105.4,0.827
Proposed,Inst24,29,115.6,0.832
Proposed,Inst24,30,136,0.822
Proposed,Inst25,1,128.4,0.861
Proposed,Inst25,2,98.89,0.885
Proposed,Inst25,3,129.5,0.853
Proposed,Inst25,4,92.24,0.864
Proposed,Inst25,5,123.4,0.862
Proposed,Inst25,6,182.3,0.84
Proposed,Inst25,7,118.7,0.885
Proposed,Inst25,8,120.1,0.849
Proposed,Inst25,9,105.3,0.877
Proposed,Inst25,10,59.92,0.87
Proposed,Inst25,11,141.9,0.852
Proposed,Inst25,12,124.6,0.883
Proposed,Inst25,13,138.7,0.862
Proposed,Inst25,14,121.8,0.851
Proposed,Inst25,15,90.91,0.88
Proposed,Inst25,16,147.7,0.854
Proposed,Inst25,17,119.8,0.88
Proposed,Inst25,18,139.5,0.862
Proposed,Inst25,19,171.8,0.89
Proposed,Inst25,20,99.88,0.859
Proposed,Inst25,21,153.3,0.883
Proposed,Inst25,22,144,0.902
Proposed,Inst25,23,116.5,0.872
Proposed,Inst25,24,123.1,0.915
Proposed,Inst25,25,145.5,0.859
Proposed,Inst25,26,63.99,0.894
Proposed,Inst25,27,131.4,0.845
Proposed,Inst25,28,80.58,0.882
Proposed,Inst25,29,58.58,0.843
Proposed,Inst25,30,153.4,0.903
Proposed,Inst26,1,97.18,0.819
Proposed,Inst26,2,54.37,0.843
Proposed,Inst26,3,59.35,0.847
Proposed,Inst26,4,87.34,0.837
Proposed,Inst26,5,62.51,0.795
Proposed,Inst26,6,59.18,0.807
Proposed,Inst26,7,68.91,0.845
Proposed,Inst26,8,111.6,0.833
Proposed,Inst26,9,92.09,0.819
Proposed,Inst26,10,53.15,0.802
Proposed,Inst26,11,101.9,0.817
Proposed,Inst26,12,78.37,0.809
Proposed,Inst26,13,39.89,0.796
Proposed,Inst26,14,88.04,0.838
Proposed,Inst26,15,42.7,0.841
Proposed,Inst26,16,91.48,0.851
Proposed,Inst26,17,90.85,0.832
Proposed,Inst26,18,82.94,0.841
Proposed,Inst26,19,116.8,0.848
Proposed,Inst26,20,19.46,0.832
Proposed,Inst26,21,28.19,0.849
Proposed,Inst26,22,109,0.821
Proposed,Inst26,23,117.9,0.866
Proposed,Inst26,24,75.25,0.854
Proposed,Inst26,25,57.11,0.807
Proposed,Inst26,26,126.9,0.82
Proposed,Inst26,27,-10.34,0.809
Proposed,Inst26,28,61.32,0.827
Proposed,Inst26,29,79.4,0.831
Proposed,Inst26,30,90.51,0.84
Proposed,Inst27,1,88.38,0.839
Proposed,Inst27,2,108.4,0.836
Proposed,Inst27,3,149.4,0.852
Proposed,Inst27,4,81.8,0.85
Proposed,Inst27,5,111.6,0.826
Proposed,Inst27,6,94.9,0.855
Proposed,Inst27,7,59.96,0.862
Proposed,Inst27,8,80.47,0.869
Proposed,Inst27,9,165,0.901
Proposed,Inst27,10,69.3,0.887
Proposed,Inst27,11,79.47,0.875
Proposed,Inst27,12,100.5,0.856
Proposed,Inst27,13,67.77,0.89
Proposed,Inst27,14,43.52,0.828
Proposed,Inst27,15,73.13,0.877
Proposed,Inst27,16,89.01,0.843
Proposed,Inst27,17,73.62,0.854
Proposed,Inst27,18,37.21,0.878
Proposed,Inst27,19,66.75,0.862
Proposed,Inst27,20,75.02,0.826
Proposed,Inst27,21,85.53,0.874
Proposed,Inst27,22,59.3,0.854
Proposed,Inst27,23,87.83,0.849
Proposed,Inst27,24,88.11,0.832
Proposed,Inst27,25,124.7,0.874
Proposed,Inst27,26,95.64,0.871
Proposed,Inst27,27,107.6,0.874
Proposed,Inst27,28,46.84,0.856
Proposed,Inst27,29,76.92,0.883
Proposed,Inst27,30,78.29,0.87
Proposed,Inst28,1,51.76,0.847
Proposed,Inst28,2,170.1,0.875
Proposed,Inst28,3,110.5,0.917
Proposed,Inst28,4,29.05,0.877
Proposed,Inst28,5,83.48,0.826
Proposed,Inst28,6,87.35,0.876
Proposed,Inst28,7,122.3,0.878
Proposed,Inst28,8,59.41,0.871
Proposed,Inst28,9,125.5,0.84
Proposed,Inst28,10,119.8,0.876
Proposed,Inst28,11,133.8,0.818
Proposed,Inst28,12,80.91,0.858
Proposed,Inst28,13,51.8,0.865
Proposed,Inst28,14,135.1,0.869
Proposed,Inst28,15,114.5,0.886
Proposed,Inst28,16,84.28,0.863
Proposed,Inst28,17,133.8,0.813
Proposed,Inst28,18,63.18,0.85
Proposed,Inst28,19,133.8,0.862
Proposed,Inst28,20,79.46,0.85
Proposed,Inst28,21,120.8,0.866
Proposed,Inst28,22,137.9,0.854
Proposed,Inst28,23,165.1,0.844
Proposed,Inst28,24,99.53,0.854
Proposed,Inst28,25,111.1,0.88
Proposed,Inst28,26,112.4,0.812
Proposed,Inst28,27,104.3,0.834
Proposed,Inst28,28,101.6,0.844
Proposed,Inst28,29,118.8,0.826
Proposed,Inst28,30,125.4,0.857
Proposed,Inst29,1,139.3,0.88
Proposed,Inst29,2,108.7,0.841
Proposed,Inst29,3,104,0.841
Proposed,Inst29,4,148.1,0.854
Proposed,Inst29,5,159.1,0.855
Proposed,Inst29,6,63.71,0.827
Proposed,Inst29,7,88,0.846
Proposed,Inst29,8,94.28,0.853
Proposed,Inst29,9,73.71,0.822
Proposed,Inst29,10,114.5,0.848
Proposed,Inst29,11,98.75,0.818
Proposed,Inst29,12,100.3,0.849
Proposed,Inst29,13,136.5,0.825
Proposed,Inst29,14,96.16,0.846
Proposed,Inst29,15,104.4,0.823
Proposed,Inst29,16,111.3,0.862
Proposed,Inst29,17,75.07,0.838
Proposed,Inst29,18,101.4,0.825
Proposed,Inst29,19,94.33,0.864
Proposed,Inst29,20,62.91,0.831
Proposed,Inst29,21,89.84,0.849
Proposed,Inst29,22,53.82,0.887
Proposed,Inst29,23,118.1,0.855
Proposed,Inst29,24,120.2,0.843
Proposed,Inst29,25,56.85,0.856
Proposed,Inst29,26,79.17,0.857
Proposed,Inst29,27,156.8,0.866
Proposed,Inst29,28,137.2,0.84
Proposed,Inst29,29,119.4,0.822
Proposed,Inst29,30,101.5,0.838
Proposed,Inst30,1,124.6,0.817
Proposed,Inst30,2,96.59,0.843
Proposed,Inst30,3,102.7,0.845
Proposed,Inst30,4,118.4,0.848
Proposed,Inst30,5,80.04,0.856
Proposed,Inst30,6,75.17,0.828
Proposed,Inst30,7,67.27,0.876
Proposed,Inst30,8,46.61,0.863
Proposed,Inst30,9,104,0.835
Proposed,Inst30,10,101.7,0.846
Proposed,Inst30,11,111.4,0.792
Proposed,Inst30,12,66.2,0.85
Proposed,Inst30,13,72.36,0.879
Proposed,Inst30,14,86.78,0.841
Proposed,Inst30,15,104.3,0.863
Proposed,Inst30,16,93.06,0.87
Proposed,Inst30,17,158.3,0.855
Proposed,Inst30,18,98.89,0.837
Proposed,Inst30,19,118.7,0.829
Proposed,Inst30,20,135.8,0.846
Proposed,Inst30,21,135.2,0.835
Proposed,Inst30,22,62.58,0.86
Proposed,Inst30,23,93.61,0.858
Proposed,Inst30,24,70.53,0.866
Proposed,Inst30,25,87.69,0.862
Proposed,Inst30,26,76.29,0.839
Proposed,Inst30,27,155.6,0.836
Proposed,Inst30,28,112.9,0.877
Proposed,Inst30,29,103.6,0.825
Proposed,Inst30,30,96.18,0.853
Proposed,Inst31,1,154.3,0.829
Proposed,Inst31,2,152.7,0.845
Proposed,Inst31,3,102.5,0.822
Proposed,Inst31,4,34.95,0.808
Proposed,Inst31,5,90.26,0.809
Proposed,Inst31,6,154.2,0.816
Proposed,Inst31,7,183.7,0.833
Proposed,Inst31,8,143.4,0.854
Proposed,Inst31,9,96.33,0.811
Proposed,Inst31,10,130.5,0.851
Proposed,Inst31,11,163,0.786
Proposed,Inst31,12,124.3,0.827
Proposed,Inst31,13,125.5,0.832
Proposed,Inst31,14,130.2,0.807
Proposed,Inst31,15,91.64,0.834
Proposed,Inst31,16,125.9,0.792
Proposed,Inst31,17,168.1,0.825
Proposed,Inst31,18,167.4,0.796
Proposed,Inst31,19,115.3,0.823
Proposed,Inst31,20,138.5,0.848
Proposed,Inst31,21,159.9,0.845
Proposed,Inst31,22,130.4,0.814
Proposed,Inst31,23,103.4,0.815
Proposed,Inst31,24,120.7,0.802
Proposed,Inst31,25,102.4,0.849
Proposed,Inst31,26,152.3,0.828
Proposed,Inst31,27,130.5,0.814
Proposed,Inst31,28,94.56,0.824
Proposed,Inst31,29,99.54,0.81
Proposed,Inst31,30,115.4,0.842
Proposed,Inst32,1,83.49,0.855
Proposed,Inst32,2,52.39,0.872
Proposed,Inst32,3,128.9,0.88
Proposed,Inst32,4,103.1,0.865
Proposed,Inst32,5,112.6,0.86
Proposed,Inst32,6,82.77,0.88
Proposed,Inst32,7,114.3,0.912
Proposed,Inst32,8,109.7,0.881
Proposed,Inst32,9,95.91,0.87
Proposed,Inst32,10,89.09,0.889
Proposed,Inst32,11,103.3,0.901
Proposed,Inst32,12,34.44,0.871
Proposed,Inst32,13,2.996,0.868
Proposed,Inst32,14,96.52,0.873
Proposed,Inst32,15,50.16,0.87
Proposed,Inst32,16,49.18,0.846
Proposed,Inst32,17,90.39,0.919
Proposed,Inst32,18,58.61,0.886
Proposed,Inst32,19,49.51,0.873
Proposed,Inst32,20,67.46,0.867
Proposed,Inst32,21,131.3,0.898
Proposed,Inst32,22,88.34,0.853
Proposed,Inst32,23,45.02,0.868
Proposed,Inst32,24,61.87,0.903
Proposed,Inst32,25,91.92,0.88
Proposed,Inst32,26,99.47,0.894
Proposed,Inst32,27,38.74,0.868
Proposed,Inst32,28,142,0.865
Proposed,Inst32,29,104.5,0.89
Proposed,Inst32,30,42.41,0.877
Proposed,Inst33,1,104.7,0.823
Proposed,Inst33,2,135.2,0.855
Proposed,Inst33,3,90.87,0.883
Proposed,Inst33,4,116.2,0.83
Proposed,Inst33,5,73.19,0.853
Proposed,Inst33,6,52.33,0.865
Proposed,Inst33,7,54.69,0.851
Proposed,Inst33,8,83.51,0.855
Proposed,Inst33,9,145.8,0.845
Proposed,Inst33,10,75.17,0.85
Proposed,Inst33,11,93,0.854
Proposed,Inst33,12,78.14,0.853
Proposed,Inst33,13,71.16,0.849
Proposed,Inst33,14,101.7,0.872
Proposed,Inst33,15,92.97,0.805
Proposed,Inst33,16,71.49,0.871
Proposed,Inst33,17,81.41,0.853
Proposed,Inst33,18,106.1,0.843
Proposed,Inst33,19,19.47,0.838
Proposed,Inst33,20,107.1,0.834
Proposed,Inst33,21,92.26,0.829
Proposed,Inst33,22,53.7,0.812
Proposed,Inst33,23,62.66,0.821
Proposed,Inst33,24,68.94,0.826
Proposed,Inst33,25,122.9,0.83
Proposed,Inst33,26,98.86,0.884
Proposed,Inst33,27,100.6,0.828
Proposed,Inst33,28,131.5,0.842
Proposed,Inst33,29,54.67,0.854
Proposed,Inst33,30,113.9,0.85
