Algorithm,Instance,Run,Time.s,Accuracy
Proposed,Inst71,23,87.62,0.836
Proposed,Inst71,24,88.48,0.851
Proposed,Inst71,25,145.6,0.839
Proposed,Inst71,26,109.2,0.837
Proposed,Inst71,27,71.35,0.821
Proposed,Inst71,28,96.93,0.853
Proposed,Inst71,29,75.34,0.864
Proposed,Inst71,30,106.9,0.807
Proposed,Inst72,1,105.8,0.892
Proposed,Inst72,2,106.6,0.859
Proposed,Inst72,3,101.7,0.864
Proposed,Inst72,4,110.7,0.883
Proposed,Inst72,5,77.07,0.919
Proposed,Inst72,6,137.6,0.819
Proposed,Inst72,7,119.9,0.834
Proposed,Inst72,8,61.28,0.891
Proposed,Inst72,9,109.2,0.829
Proposed,Inst72,10,59.83,0.854
Proposed,Inst72,11,125.5,0.863
Proposed,Inst72,12,115.6,0.822
Proposed,Inst72,13,105.2,0.841
Proposed,Inst72,14,81.46,0.828
Proposed,Inst72,15,84.41,0.873
Proposed,Inst72,16,109,0.873
Proposed,Inst72,17,83.65,0.881
Proposed,Inst72,18,79.71,0.872
Proposed,Inst72,19,121.4,0.82
Proposed,Inst72,20,63.93,0.831
Proposed,Inst72,21,69.85,0.859
Proposed,Inst72,22,92.13,0.858
Proposed,Inst72,23,154.3,0.837
Proposed,Inst72,24,127.8,0.89
Proposed,Inst72,25,154,0.851
Proposed,Inst72,26,105.3,0.795
Proposed,Inst72,27,42.16,0.844
Proposed,Inst72,28,83,0.903
Proposed,Inst72,29,102.3,0.85
Proposed,Inst72,30,133.1,0.877
Proposed,Inst73,1,85.25,0.862
Proposed,Inst73,2,132,0.843
Proposed,Inst73,3,103.9,0.883
Proposed,Inst73,4,87.68,0.868
Proposed,Inst73,5,143.1,0.875
Proposed,Inst73,6,103.7,0.867
Proposed,Inst73,7,135.1,0.854
Proposed,Inst73,8,137.6,0.849
Proposed,Inst73,9,150.1,0.869
Proposed,Inst73,10,145.7,0.898
Proposed,Inst73,11,153.4,0.887
Proposed,Inst73,12,49.56,0.804
Proposed,Inst73,13,140.6,0.864
Proposed,Inst73,14,99.36,0.825
Proposed,Inst73,15,110.7,0.821
Proposed,Inst73,16,178.5,0.859
Proposed,Inst73,17,152.8,0.901
Proposed,Inst73,18,155,0.837
Proposed,Inst73,19,172.1,0.835
Proposed,Inst73,20,167.6,0.855
Proposed,Inst73,21,125.8,0.851
Proposed,Inst73,22,59.85,0.857
Proposed,Inst73,23,149.1,0.862
Proposed,Inst73,24,124.1,0.864
Proposed,Inst73,25,48.55,0.887
Proposed,Inst73,26,175.6,0.827
Proposed,Inst73,27,115.1,0.838
Proposed,Inst73,28,113.5,0.888
Proposed,Inst73,29,130.9,0.862
Proposed,Inst73,30,136.9,0.859
Proposed,Inst74,1,86.82,0.877
Proposed,Inst74,2,96.58,0.87
Proposed,Inst74,3,80.17,0.848
Proposed,Inst74,4,123.7,0.873
Proposed,Inst74,5,81.06,0.828
Proposed,Inst74,6,30.99,0.915
Proposed,Inst74,7,81.67,0.891
Proposed,Inst74,8,113.6,0.891
Proposed,Inst74,9,61.64,0.852
Proposed,Inst74,10,83.41,0.878
Proposed,Inst74,11,76.9,0.877
Proposed,Inst74,12,53.24,0.868
Proposed,Inst74,13,61.61,0.866
Proposed,Inst74,14,128.5,0.851
Proposed,Inst74,15,35.9,0.854
Proposed,Inst74,16,107.2,0.851
Proposed,Inst74,17,51.95,0.864
Proposed,Inst74,18,79.61,0.848
Proposed,Inst74,19,54.45,0.86
Proposed,Inst74,20,110.1,0.856
Proposed,Inst74,21,161.9,0.861
Proposed,Inst74,22,112,0.905
Proposed,Inst74,23,82.25,0.84
Proposed,Inst74,24,83.66,0.89
Proposed,Inst74,25,85.36,0.853
Proposed,Inst74,26,120.8,0.902
Proposed,Inst74,27,76.13,0.887
Proposed,Inst74,28,59.43,0.848
Proposed,Inst74,29,75.78,0.871
Proposed,Inst74,30,68.31,0.866
Proposed,Inst75,1,32.32,0.871
Proposed,Inst75,2,144.5,0.873
Proposed,Inst75,3,6.516,0.88
Proposed,Inst75,4,74.06,0.889
Proposed,Inst75,5,68.23,0.881
Proposed,Inst75,6,71.71,0.91
Proposed,Inst75,7,72.62,0.88
Proposed,Inst75,8,124,0.891
Proposed,Inst75,9,101.3,0.891
Proposed,Inst75,10,81.77,0.898
Proposed,Inst75,11,128.7,0.893
Proposed,Inst75,12,47.66,0.863
Proposed,Inst75,13,129.7,0.861
Proposed,Inst75,14,37.28,0.879
Proposed,Inst75,15,78.73,0.888
Proposed,Inst75,16,120.3,0.875
Proposed,Inst75,17,59.24,0.863
Proposed,Inst75,18,45.09,0.851
Proposed,Inst75,19,82.46,0.865
Proposed,Inst75,20,81.83,0.877
Proposed,Inst75,21,169,0.884
Proposed,Inst75,22,28.44,0.87
Proposed,Inst75,23,118.4,0.868
Proposed,Inst75,24,20.46,0.895
Proposed,Inst75,25,109.7,0.893
Proposed,Inst75,26,90.31,0.881
Proposed,Inst75,27,125.5,0.894
Proposed,Inst75,28,90.91,0.871
Proposed,Inst75,29,85.86,0.902
Proposed,Inst75,30,109.2,0.899
Proposed,Inst76,1,80.6,0.851
Proposed,Inst76,2,89.37,0.834
Proposed,Inst76,3,54.76,0.845
Proposed,Inst76,4,77.09,0.832
Proposed,Inst76,5,69.05,0.798
Proposed,Inst76,6,76.48,0.834
Proposed,Inst76,7,58.66,0.824
Proposed,Inst76,8,42.7,0.841
Proposed,Inst76,9,71.25,0.794
Proposed,Inst76,10,110.3,0.864
Proposed,Inst76,11,30.17,0.828
Proposed,Inst76,12,82.65,0.809
Proposed,Inst76,13,72.67,0.849
Proposed,Inst76,14,78.34,0.841
Proposed,Inst76,15,129.5,0.838
Proposed,Inst76,16,107.7,0.838
Proposed,Inst76,17,94.55,0.837
Proposed,Inst76,18,54.32,0.815
Proposed,Inst76,19,103.2,0.815
Proposed,Inst76,20,56.77,0.829
Proposed,Inst76,21,74.12,0.847
Proposed,Inst76,22,64.45,0.855
Proposed,Inst76,23,115.3,0.818
Proposed,Inst76,24,102.2,0.824
Proposed,Inst76,25,9.809,0.833
Proposed,Inst76,26,67.25,0.815
Proposed,Inst76,27,121.4,0.869
Proposed,Inst76,28,135.9,0.851
Proposed,Inst76,29,66.8,0.805
Proposed,Inst76,30,85.35,0.831
Proposed,Inst77,1,122.2,0.851
Proposed,Inst77,2,135.1,0.853
Proposed,Inst77,3,67.36,0.813
Proposed,Inst77,4,83.15,0.82
Proposed,Inst77,5,126.7,0.816
Proposed,Inst77,6,59.32,0.825
Proposed,Inst77,7,124.8,0.853
Proposed,Inst77,8,93.32,0.829
Proposed,Inst77,9,114.9,0.792
Proposed,Inst77,10,35.78,0.826
Proposed,Inst77,11,103.7,0.856
Proposed,Inst77,12,136.4,0.776
Proposed,Inst77,13,30.26,0.779
Proposed,Inst77,14,83.31,0.793
Proposed,Inst77,15,59.34,0.85
Proposed,Inst77,16,56.71,0.835
Proposed,Inst77,17,49.71,0.851
Proposed,Inst77,18,8.264,0.837
Proposed,Inst77,19,121.6,0.811
Proposed,Inst77,20,116.6,0.79
Proposed,Inst77,21,140.2,0.817
Proposed,Inst77,22,132.4,0.826
Proposed,Inst77,23,65.54,0.825
Proposed,Inst77,24,75.28,0.788
Proposed,Inst77,25,102.9,0.841
Proposed,Inst77,26,41.89,0.826
Proposed,Inst77,27,118.2,0.816
Proposed,Inst77,28,109,0.83
Proposed,Inst77,29,45.07,0.818
Proposed,Inst77,30,36.16,0.849
Proposed,Inst78,1,67.73,0.875
Proposed,Inst78,2,156.4,0.866
Proposed,Inst78,3,107.3,0.845
Proposed,Inst78,4,103.2,0.871
Proposed,Inst78,5,81.45,0.918
Proposed,Inst78,6,57.03,0.848
Proposed,Inst78,7,137.1,0.887
Proposed,Inst78,8,93.04,0.882
Proposed,Inst78,9,81.58,0.888
Proposed,Inst78,10,60.28,0.886
Proposed,Inst78,11,105.5,0.911
Proposed,Inst78,12,84.45,0.913
Proposed,Inst78,13,55.05,0.885
Proposed,Inst78,14,102.8,0.88
Proposed,Inst78,15,96.59,0.882
Proposed,Inst78,16,97,0.857
Proposed,Inst78,17,111.6,0.876
Proposed,Inst78,18,92.6,0.859
Proposed,Inst78,19,82.11,0.887
Proposed,Inst78,20,150.5,0.858
Proposed,Inst78,21,65.21,0.91
Proposed,Inst78,22,82.74,0.87
Proposed,Inst78,23,72.79,0.845
Proposed,Inst78,24,103.3,0.841
Proposed,Inst78,25,141,0.863
Proposed,Inst78,26,89.71,0.869
Proposed,Inst78,27,98.63,0.869
Proposed,Inst78,28,71.36,0.866
Proposed,Inst78,29,64.86,0.873
Proposed,Inst78,30,50.09,0.88
Proposed,Inst79,1,117.5,0.909
Proposed,Inst79,2,149.3,0.885
Proposed,Inst79,3,94.51,0.87
Proposed,Inst79,4,129.1,0.881
Proposed,Inst79,5,111.1,0.914
Proposed,Inst79,6,104.2,0.871
Proposed,Inst79,7,154.8,0.893
Proposed,Inst79,8,138.9,0.868
Proposed,Inst79,9,146.3,0.874
Proposed,Inst79,10,120.9,0.885
Proposed,Inst79,11,103.9,0.9
Proposed,Inst79,12,107.1,0.849
Proposed,Inst79,13,135.7,0.853
Proposed,Inst79,14,118.1,0.902
Proposed,Inst79,15,73.72,0.847
Proposed,Inst79,16,167.3,0.908
Proposed,Inst79,17,102.5,0.879
Proposed,Inst79,18,152.8,0.895
Proposed,Inst79,19,73.52,0.872
Proposed,Inst79,20,123.9,0.848
Proposed,Inst79,21,105,0.899
Proposed,Inst79,22,135.3,0.908
Proposed,Inst79,23,158.1,0.9
Proposed,Inst79,24,98.09,0.885
Proposed,Inst79,25,140.1,0.873
Proposed,Inst79,26,139.2,0.9
Proposed,Inst79,27,87.19,0.905
Proposed,Inst79,28,103.2,0.864
Proposed,Inst79,29,157.8,0.913
Proposed,Inst79,30,213.8,0.891
Proposed,Inst80,1,108.4,0.905
Proposed,Inst80,2,64.32,0.87
Proposed,Inst80,3,146.8,0.908
Proposed,Inst80,4,73.76,0.87
Proposed,Inst80,5,102.8,0.88
Proposed,Inst80,6,156.9,0.896
Proposed,Inst80,7,112.5,0.876
Proposed,Inst80,8,112.6,0.881
Proposed,Inst80,9,70.41,0.892
Proposed,Inst80,10,64.3,0.899
Proposed,Inst80,11,107.2,0.861
Proposed,Inst80,12,94.12,0.858
Proposed,Inst80,13,96.13,0.891
Proposed,Inst80,14,-8.047,0.846
Proposed,Inst80,15,9.327,0.9
Proposed,Inst80,16,107.5,0.899
Proposed,Inst80,17,160.7,0.885
Proposed,Inst80,18,131.3,0.891
Proposed,Inst80,19,91.87,0.882
Proposed,Inst80,20,139.2,0.872
Proposed,Inst80,21,111.3,0.887
Proposed,Inst80,22,151.2,0.881
Proposed,Inst80,23,80.35,0.918
Proposed,Inst80,24,150.7,0.844
Proposed,Inst80,25,91.8,0.896
Proposed,Inst80,26,125.6,0.925
Proposed,Inst80,27,125.8,0.916
Proposed,Inst80,28,131.2,0.869
Proposed,Inst80,29,79.96,0.876
Proposed,Inst80,30,112.4,0.862
Proposed,Inst81,1,104.1,0.86
Proposed,Inst81,2,114.1,0.853
Proposed,Inst81,3,213.1,0.856
Proposed,Inst81,4,110.6,0.9
Proposed,Inst81,5,100.7,0.847
Proposed,Inst81,6,120,0.825
Proposed,Inst81,7,130.1,0.878
Proposed,Inst81,8,101.1,0.848
Proposed,Inst81,9,158.6,0.829
Proposed,Inst81,10,123,0.886
Proposed,Inst81,11,118,0.823
Proposed,Inst81,12,158.2,0.874
Proposed,Inst81,13,131.6,0.853
Proposed,Inst81,14,150.5,0.84
Proposed,Inst81,15,171.2,0.874
Proposed,Inst81,16,137.5,0.859
Proposed,Inst81,17,127.9,0.866
Proposed,Inst81,18,134.8,0.847
Proposed,Inst81,19,122.1,0.861
Proposed,Inst81,20,148.7,0.876
Proposed,Inst81,21,77.25,0.85
Proposed,Inst81,22,162.3,0.862
Proposed,Inst81,23,112.2,0.889
Proposed,Inst81,24,75.96,0.859
Proposed,Inst81,25,114.4,0.832
Proposed,Inst81,26,82.23,0.887
Proposed,Inst81,27,116.5,0.84
Proposed,Inst81,28,80.21,0.877
Proposed,Inst81,29,171.8,0.845
Proposed,Inst81,30,90.84,0.876
Proposed,Inst82,1,84.12,0.828
Proposed,Inst82,2,87.3,0.856
Proposed,Inst82,3,120.3,0.871
Proposed,Inst82,4,117.7,0.827
Proposed,Inst82,5,97.72,0.855
Proposed,Inst82,6,10.68,0.853
Proposed,Inst82,7,68.67,0.852
Proposed,Inst82,8,40.28,0.837
Proposed,Inst82,9,84.77,0.841
Proposed,Inst82,10,66.72,0.865
Proposed,Inst82,11,59.84,0.796
Proposed,Inst82,12,80.72,0.876
Proposed,Inst82,13,109,0.877
Proposed,Inst82,14,48.74,0.853
Proposed,Inst82,15,58.13,0.852
Proposed,Inst82,16,86.13,0.834
Proposed,Inst82,17,86.6,0.854
Proposed,Inst82,18,65.98,0.869
Proposed,Inst82,19,64.89,0.862
Proposed,Inst82,20,115,0.877
Proposed,Inst82,21,49.56,0.858
Proposed,Inst82,22,100.6,0.872
Proposed,Inst82,23,139.4,0.839
Proposed,Inst82,24,58.66,0.844
Proposed,Inst82,25,73.89,0.872
Proposed,Inst82,26,90.49,0.861
Proposed,Inst82,27,76.4,0.87
Proposed,Inst82,28,67.31,0.84
Proposed,Inst82,29,66.09,0.844
Proposed,Inst82,30,76.11,0.874
Proposed,Inst83,1,59.96,0.929
Proposed,Inst83,2,54.43,0.916
Proposed,Inst83,3,96.95,0.895
Proposed,Inst83,4,80.62,0.874
Proposed,Inst83,5,88.63,0.9
Proposed,Inst83,6,92.54,0.903
Proposed,Inst83,7,93.4,0.885
Proposed,Inst83,8,85.86,0.902
Proposed,Inst83,9,69.1,0.891
Proposed,Inst83,10,98.05,0.922
Proposed,Inst83,11,158.6,0.905
Proposed,Inst83,12,88.27,0.897
Proposed,Inst83,13,103.4,0.9
Proposed,Inst83,14,109.3,0.904
Proposed,Inst83,15,127.5,0.927
Proposed,Inst83,16,69.79,0.892
Proposed,Inst83,17,64.35,0.888
Proposed,Inst83,18,121.3,0.924
Proposed,Inst83,19,111.4,0.918
Proposed,Inst83,20,88.66,0.891
Proposed,Inst83,21,29.47,0.889
Proposed,Inst83,22,53.24,0.945
Proposed,Inst83,23,77.84,0.899
Proposed,Inst83,24,68.64,0.887
Proposed,Inst83,25,76.95,0.938
Proposed,Inst83,26,67.35,0.907
Proposed,Inst83,27,92.65,0.881
Proposed,Inst83,28,66.75,0.921
Proposed,Inst83,29,101,0.912
Proposed,Inst83,30,101.8,0.899
Proposed,Inst84,1,89.99,0.846
Proposed,Inst84,2,73.37,0.846
Proposed,Inst84,3,142.6,0.85
Proposed,Inst84,4,141.7,0.844
Proposed,Inst84,5,121,0.815
Proposed,Inst84,6,129.7,0.842
Proposed,Inst84,7,102.7,0.814
Proposed,Inst84,8,149.4,0.863
Proposed,Inst84,9,127.4,0.866
Proposed,Inst84,10,91.63,0.813
Proposed,Inst84,11,100.3,0.852
Proposed,Inst84,12,110.3,0.825
Proposed,Inst84,13,134.3,0.83
Proposed,Inst84,14,101.3,0.853
Proposed,Inst84,15,66.75,0.78
Proposed,Inst84,16,100.9,0.853
Proposed,Inst84,17,158.7,0.857
Proposed,Inst84,18,50.59,0.813
Proposed,Inst84,19,114,0.842
Proposed,Inst84,20,83.82,0.838
Proposed,Inst84,21,125.3,0.815
Proposed,Inst84,22,76.6,0.857
Proposed,Inst84,23,52.37,0.828
Proposed,Inst84,24,24.87,0.837
Proposed,Inst84,25,127.9,0.862
Proposed,Inst84,26,82.86,0.849
Proposed,Inst84,27,100.4,0.821
Proposed,Inst84,28,107.3,0.797
Proposed,Inst84,29,125.5,0.798
Proposed,Inst84,30,86.47,0.827
Proposed,Inst85,1,83.41,0.871
Proposed,Inst85,2,94.99,0.783
Proposed,Inst85,3,123.4,0.809
Proposed,Inst85,4,194,0.826
Proposed,Inst85,5,152.1,0.807
Proposed,Inst85,6,74.24,0.845
Proposed,Inst85,7,115.3,0.822
Proposed,Inst85,8,113.2,0.824
Proposed,Inst85,9,124.6,0.815
Proposed,Inst85,10,140.2,0.825
Proposed,Inst85,11,105.5,0.818
Proposed,Inst85,12,157.8,0.83
Proposed,Inst85,13,136.2,0.828
Proposed,Inst85,14,102.3,0.839
Proposed,Inst85,15,143.6,0.833
Proposed,Inst85,16,110.6,0.842
Proposed,Inst85,17,164.2,0.867
Proposed,Inst85,18,101.5,0.796
Proposed,Inst85,19,97.19,0.823
Proposed,Inst85,20,147.4,0.839
Proposed,Inst85,21,95.04,0.799
Proposed,Inst85,22,54.65,0.831
Proposed,Inst85,23,139.4,0.803
Proposed,Inst85,24,143.4,0.797
Proposed,Inst85,25,111.1,0.84
Proposed,Inst85,26,153.2,0.831
Proposed,Inst85,27,175.2,0.846
Proposed,Inst85,28,149.5,0.839
Proposed,Inst85,29,135.4,0.786
Proposed,Inst85,30,80.23,0.825
Proposed,Inst86,1,113.2,0.854
Proposed,Inst86,2,92.21,0.849
Proposed,Inst86,3,61.6,0.882
Proposed,Inst86,4,79.57,0.859
Proposed,Inst86,5,118.9,0.84
Proposed,Inst86,6,103.5,0.879
Proposed,Inst86,7,93.9,0.812
Proposed,Inst86,8,98.94,0.849
Proposed,Inst86,9,110.9,0.866
Proposed,Inst86,10,114.8,0.853
Proposed,Inst86,11,44.64,0.815
Proposed,Inst86,12,95.52,0.849
Proposed,Inst86,13,116.1,0.79
Proposed,Inst86,14,107.5,0.868
Proposed,Inst86,15,108.5,0.865
Proposed,Inst86,16,84.73,0.85
Proposed,Inst86,17,140,0.858
Proposed,Inst86,18,95.6,0.872
Proposed,Inst86,19,136.1,0.844
Proposed,Inst86,20,110.7,0.831
Proposed,Inst86,21,90.06,0.867
Proposed,Inst86,22,137,0.847
Proposed,Inst86,23,94.35,0.837
Proposed,Inst86,24,32.6,0.835
Proposed,Inst86,25,66.17,0.845
Proposed,Inst86,26,71.94,0.821
Proposed,Inst86,27,126.6,0.822
Proposed,Inst86,28,97.29,0.839
Proposed,Inst86,29,103.5,0.86
Proposed,Inst86,30,119.5,0.819
Proposed,Inst87,1,126.9,0.856
Proposed,Inst87,2,153.1,0.865
Proposed,Inst87,3,71.09,0.841
Proposed,Inst87,4,14.47,0.849
Proposed,Inst87,5,97.7,0.867
Proposed,Inst87,6,67.12,0.904
Proposed,Inst87,7,84.31,0.879
Proposed,Inst87,8,113.8,0.872
Proposed,Inst87,9,119.8,0.843
Proposed,Inst87,10,87.82,0.893
Proposed,Inst87,11,65.17,0.86
Proposed,Inst87,12,84.39,0.902
Proposed,Inst87,13,98.5,0.87
Proposed,Inst87,14,92.13,0.886
Proposed,Inst87,15,130.7,0.878
Proposed,Inst87,16,79.54,0.859
Proposed,Inst87,17,96.62,0.874
Proposed,Inst87,18,61.73,0.877
Proposed,Inst87,19,130.6,0.846
Proposed,Inst87,20,116.1,0.825
Proposed,Inst87,21,122.9,0.862
Proposed,Inst87,22,89.05,0.885
Proposed,Inst87,23,101.7,0.877
Proposed,Inst87,24,58.62,0.885
Proposed,Inst87,25,141.5,0.876
Proposed,Inst87,26,65.68,0.875
Proposed,Inst87,27,114.7,0.849
Proposed,Inst87,28,68.87,0.886
Proposed,Inst87,29,122.5,0.858
Proposed,Inst87,30,115.8,0.84
Proposed,Inst88,1,83.3,0.856
Proposed,Inst88,2,124.9,0.875
Proposed,Inst88,3,150.3,0.866
Proposed,Inst88,4,96.83,0.85
Proposed,Inst88,5,113.1,0.891
Proposed,Inst88,6,178.8,0.857
Proposed,Inst88,7,84.63,0.89
Proposed,Inst88,8,50.83,0.823
Proposed,Inst88,9,84.33,0.881
Proposed,Inst88,10,156,0.891
Proposed,Inst88,11,81.01,0.879
Proposed,Inst88,12,138,0.85
Proposed,Inst88,13,150,0.895
Proposed,Inst88,14,144.2,0.861
Proposed,Inst88,15,108.3,0.844
Proposed,Inst88,16,149.9,0.879
Proposed,Inst88,17,118.2,0.881
Proposed,Inst88,18,104.8,0.895
Proposed,Inst88,19,138.4,0.86
Proposed,Inst88,20,86.84,0.86
Proposed,Inst88,21,156.1,0.864
Proposed,Inst88,22,92.29,0.863
Proposed,Inst88,23,134.6,0.865
Proposed,Inst88,24,129,0.858
Proposed,Inst88,25,168,0.841
Proposed,Inst88,26,97.36,0.867
Proposed,Inst88,27,175.9,0.857
Proposed,Inst88,28,122.1,0.826
Proposed,Inst88,29,110.7,0.88
Proposed,Inst88,30,88.09,0.868
Proposed,Inst89,1,128.8,0.83
Proposed,Inst89,2,62.54,0.812
Proposed,Inst89,3,80.41,0.805
Proposed,Inst89,4,34.47,0.86
Proposed,Inst89,5,52.22,0.803
Proposed,Inst89,6,72.93,0.816
Proposed,Inst89,7,79.74,0.82
Proposed,Inst89,8,63.41,0.823
Proposed,Inst89,9,104.4,0.809
Proposed,Inst89,10,88.39,0.837
Proposed,Inst89,11,50.21,0.811
Proposed,Inst89,12,77.52,0.823
Proposed,Inst89,13,20.23,0.83
Proposed,Inst89,14,114.9,0.823
Proposed,Inst89,15,81.85,0.871
Proposed,Inst89,16,54.58,0.812
Proposed,Inst89,17,45.72,0.832
Proposed,Inst89,18,95.95,0.819
Proposed,Inst89,19,81.08,0.827
Proposed,Inst89,20,100.7,0.835
Proposed,Inst89,21,81.89,0.776
Proposed,Inst89,22,34.07,0.794
Proposed,Inst89,23,58.95,0.825
Proposed,Inst89,24,89.12,0.841
Proposed,Inst89,25,42.92,0.794
Proposed,Inst89,26,95.15,0.826
Proposed,Inst89,27,83.32,0.841
Proposed,Inst89,28,29.71,0.867
Proposed,Inst89,29,83.8,0.806
Proposed,Inst89,30,92.81,0.855
Proposed,Inst90,1,110.7,0.917
Proposed,Inst90,2,77.35,0.913
Proposed,Inst90,3,83.11,0.909
Proposed,Inst90,4,84.55,0.94
Proposed,Inst90,5,175.9,0.916
Proposed,Inst90,6,126.5,0.938
Proposed,Inst90,7,104.6,0.889
Proposed,Inst90,8,124.8,0.912
Proposed,Inst90,9,111.6,0.901
Proposed,Inst90,10,184.4,0.925
Proposed,Inst90,11,153.3,0.92
Proposed,Inst90,12,106.7,0.895
Proposed,Inst90,13,98.04,0.913
Proposed,Inst90,14,89.54,0.924
Proposed,Inst90,15,129.1,0.9
Proposed,Inst90,16,115.6,0.956
Proposed,Inst90,17,105.8,0.918
Proposed,Inst90,18,150.5,0.932
Proposed,Inst90,19,173.8,0.895
Proposed,Inst90,20,132.6,0.886
Proposed,Inst90,21,122.2,0.919
Proposed,Inst90,22,116.4,0.92
Proposed,Inst90,23,106.2,0.906
Proposed,Inst90,24,112.4,0.909
Proposed,Inst90,25,134,0.914
Proposed,Inst90,26,84.56,0.878
Proposed,Inst90,27,120,0.881
Proposed,Inst90,28,153.7,0.923
Proposed,Inst90,29,96.03,0.897
Proposed,Inst90,30,140.8,0.909
Proposed,Inst91,1,75.68,0.835
Proposed,Inst91,2,74.79,0.859
Proposed,Inst91,3,127.3,0.869
Proposed,Inst91,4,79.3,0.836
Proposed,Inst91,5,63.89,0.858
Proposed,Inst91,6,87.57,0.815
Proposed,Inst91,7,132.4,0.801
Proposed,Inst91,8,60.98,0.854
Proposed,Inst91,9,1.082,0.85
Proposed,Inst91,10,129.6,0.855
Proposed,Inst91,11,104.9,0.823
Proposed,Inst91,12,116.7,0.826
Proposed,Inst91,13,73.05,0.841
Proposed,Inst91,14,51.74,0.834
Proposed,Inst91,15,87.94,0.829
Proposed,Inst91,16,117.9,0.852
Proposed,Inst91,17,64.34,0.868
Proposed,Inst91,18,99.1,0.865
Proposed,Inst91,19,127.1,0.887
Proposed,Inst91,20,145.5,0.838
Proposed,Inst91,21,78.63,0.85
Proposed,Inst91,22,79.4,0.829
Proposed,Inst91,23,36.04,0.844
Proposed,Inst91,24,40.32,0.864
Proposed,Inst91,25,74.38,0.814
Proposed,Inst91,26,60.86,0.825
Proposed,Inst91,27,93.12,0.844
Proposed,Inst91,28,54.39,0.857
Proposed,Inst91,29,112.2,0.855
Proposed,Inst91,30,84.8,0.877
Proposed,Inst92,1,121.7,0.883
Proposed,Inst92,2,115,0.876
Proposed,Inst92,3,86.69,0.869
Proposed,Inst92,4,57.78,0.872
Proposed,Inst92,5,39.66,0.835
Proposed,Inst92,6,112.5,0.857
Proposed,Inst92,7,54.16,0.869
Proposed,Inst92,8,67.82,0.827
Proposed,Inst92,9,116.8,0.881
Proposed,Inst92,10,49.91,0.857
Proposed,Inst92,11,81.09,0.847
Proposed,Inst92,12,123.2,0.864
Proposed,Inst92,13,55.43,0.882
Proposed,Inst92,14,90.49,0.847
Proposed,Inst92,15,87.96,0.86
Proposed,Inst92,16,15.59,0.865
Proposed,Inst92,17,100.3,0.86
Proposed,Inst92,18,96.32,0.849
Proposed,Inst92,19,50.78,0.85
Proposed,Inst92,20,85.94,0.872
Proposed,Inst92,21,30.09,0.863
Proposed,Inst92,22,95.76,0.842
Proposed,Inst92,23,79.86,0.869
Proposed,Inst92,24,106.8,0.934
Proposed,Inst92,25,136.3,0.865
Proposed,Inst92,26,57.96,0.823
Proposed,Inst92,27,102.4,0.868
Proposed,Inst92,28,72.83,0.856
Proposed,Inst92,29,71.16,0.824
Proposed,Inst92,30,64.96,0.88
Proposed,Inst93,1,85.86,0.906
Proposed,Inst93,2,67.86,0.872
Proposed,Inst93,3,88.85,0.844
Proposed,Inst93,4,46.43,0.917
Proposed,Inst93,5,59.72,0.865
Proposed,Inst93,6,83.88,0.873
Proposed,Inst93,7,84.08,0.865
Proposed,Inst93,8,111.2,0.884
Proposed,Inst93,9,36.41,0.834
Proposed,Inst93,10,61.47,0.868
Proposed,Inst93,11,50.64,0.869
Proposed,Inst93,12,72.45,0.876
Proposed,Inst93,13,96.23,0.871
Proposed,Inst93,14,94.75,0.851
Proposed,Inst93,15,82.1,0.881
Proposed,Inst93,16,98.71,0.866
Proposed,Inst93,17,71.88,0.875
Proposed,Inst93,18,38.56,0.866
Proposed,Inst93,19,122.6,0.839
Proposed,Inst93,20,65.36,0.864
Proposed,Inst93,21,30.31,0.874
Proposed,Inst93,22,54.53,0.84
Proposed,Inst93,23,44.69,0.864
Proposed,Inst93,24,65.77,0.826
Proposed,Inst93,25,41.32,0.898
Proposed,Inst93,26,45.24,0.866
Proposed,Inst93,27,81.89,0.858
Proposed,Inst93,28,69.38,0.885
Proposed,Inst93,29,71.05,0.907
Proposed,Inst93,30,117,0.87
Proposed,Inst94,1,118,0.863
Proposed,Inst94,2,149.7,0.882
Proposed,Inst94,3,99.05,0.85
Proposed,Inst94,4,121.6,0.847
Proposed,Inst94,5,70.24,0.858
Proposed,Inst94,6,154.2,0.836
Proposed,Inst94,7,105.6,0.835
Proposed,Inst94,8,114.2,0.841
Proposed,Inst94,9,57.26,0.868
Proposed,Inst94,10,122.5,0.879
Proposed,Inst94,11,66.78,0.885
Proposed,Inst94,12,76.18,0.875
Proposed,Inst94,13,139.7,0.85
Proposed,Inst94,14,88.3,0.885
Proposed,Inst94,15,93.58,0.841
Proposed,Inst94,16,131.3,0.85
Proposed,Inst94,17,145.7,0.891
Proposed,Inst94,18,134.8,0.848
Proposed,Inst94,19,94.21,0.829
Proposed,Inst94,20,168.1,0.858
Proposed,Inst94,21,59.36,0.88
Proposed,Inst94,22,49.8,0.877
Proposed,Inst94,23,98.21,0.886
Proposed,Inst94,24,158.6,0.884
Proposed,Inst94,25,62.81,0.87
Proposed,Inst94,26,112.9,0.846
Proposed,Inst94,27,57.32,0.871
Proposed,Inst94,28,110.3,0.877
Proposed,Inst94,29,125.2,0.875
Proposed,Inst94,30,132.7,0.865
Proposed,Inst95,1,161.1,0.837
Proposed,Inst95,2,69.36,0.856
Proposed,Inst95,3,108.5,0.891
Proposed,Inst95,4,94.22,0.872
